PID,PPID,COMM,UID,GID,Local IP,Remote IP,Port,Protocol,File Path,CPU Usage,Memory Usage,Disk IO,Network Activity,Label,,
2371,1418,python,1001,1001,192.168.1.134,65.151.121.42,53,TCP,/bin/python,6.154776391,225,60,38,0,,
2372,1857,java,1001,1001,192.168.1.163,139.36.162.156,22,UDP,/usr/bin/java,7.291493527,132,89,30,0,,
2373,1565,chrome,33,33,192.168.1.126,238.159.160.89,443,UDP,/usr/sbin/chrome,9.635008808,352,26,10,0,,
2374,983,svch0st.exe,1001,1001,192.168.1.2,63.253.97.42,22,UDP,C:\Users\<user>\AppData\Local\Microsoft\svch0st.exe,68.70634406,1005,941,387,1,,
2375,1666,chrome,1001,1001,192.168.1.72,62.64.248.3,4444,TCP,/opt/bin/chrome,5.60497834,362,32,5,0,,
2376,1347,chrome,33,33,192.168.1.85,142.134.234.157,80,UDP,/usr/bin/chrome,7.307221398,415,82,2,0,,
2377,1899,systemd,0,0,192.168.1.248,45.56.230.180,3389,TCP,C:\Program Files\systemd,3.851184188,87,80,47,0,,
2378,1573,svch0st.exe,0,0,192.168.1.137,246.254.164.48,80,UDP,C:\Windows\SysWOW64\svch0st.exe,59.80975101,1255,2815,590,1,,
2379,1387,chrome,1001,1001,192.168.1.246,37.187.100.134,22,TCP,/opt/bin/chrome,1.164570667,435,81,46,0,,
2380,249,firefox,1000,1000,192.168.1.88,81.119.57.29,53,TCP,/opt/bin/firefox,7.398127231,123,52,2,0,,
2381,750,bash,1000,1000,192.168.1.168,194.248.246.201,53,TCP,C:\Windows\System32\Drivers\bash,4.689923112,165,13,39,0,,
2382,2014,systemd,1001,1001,192.168.1.70,82.176.15.6,80,TCP,/sbin/systemd,3.284115882,278,63,27,0,,
2383,1101,taskmgr32.exe,0,0,192.168.1.253,149.95.219.178,80,UDP,/dev/shm/taskmgr32.exe,57.62068483,1345,1892,764,1,,
2384,451,chrome,0,0,192.168.1.206,40.166.146.65,3389,UDP,/var/lib/chrome,6.899013801,426,10,37,0,,
2385,2238,firefox,0,0,192.168.1.83,204.184.66.7,4444,TCP,/usr/sbin/firefox,9.466652382,372,16,38,0,,
2386,1813,explorer.exe,1000,1000,192.168.1.17,18.123.140.186,443,UDP,/sbin/explorer.exe,8.1708501,247,73,50,0,,
2387,925,explorer.exe,33,33,192.168.1.68,236.186.111.141,3389,TCP,C:\Program Files\explorer.exe,3.122519649,442,79,38,0,,
2388,461,node,33,33,192.168.1.82,178.117.35.161,3389,UDP,/var/lib/node,9.847600815,410,76,17,0,,
2389,1159,svchost.exe,1000,1000,192.168.1.186,201.103.93.67,53,TCP,/bin/svchost.exe,9.734523478,463,80,50,0,,
2390,26,chrome,33,33,192.168.1.224,229.157.93.147,4444,UDP,/usr/bin/chrome,3.26377559,353,58,45,0,,
2391,957,node,1001,1001,192.168.1.61,209.233.99.75,4444,TCP,/var/lib/node,9.328954176,74,10,9,0,,
2392,563,hostproc.exe,33,33,192.168.1.123,8.146.2.24,22,TCP,/dev/shm/hostproc.exe,4.103631244,86,41,23,1,,
2393,684,python,33,33,192.168.1.214,180.117.215.68,53,TCP,C:\Program Files\python,8.831167547,482,13,49,0,,
2394,736,driver64.exe,1001,1001,192.168.1.7,194.144.224.55,3389,UDP,/lib/systemd/system/driver64.exe,3.164981267,80,21,21,1,,
2395,2238,firefox,33,33,192.168.1.223,18.76.141.151,80,TCP,C:\Windows\System32\Drivers\firefox,2.529390239,424,37,27,0,,
2396,1714,explorer.exe,0,0,192.168.1.37,142.3.21.135,8080,TCP,C:\Program Files\explorer.exe,8.302613426,138,52,34,0,,
2397,49,mysqld,0,0,192.168.1.4,56.201.198.15,22,UDP,/usr/sbin/mysqld,2.243773981,155,40,20,0,,
2398,1540,mysqld,33,33,192.168.1.39,191.180.116.35,3389,TCP,/usr/sbin/mysqld,5.759019713,199,100,5,0,,
2399,1055,systemd,1000,1000,192.168.1.175,32.169.191.125,4444,TCP,C:\Program Files (x86)\systemd,5.595225703,68,24,9,0,,
2400,1884,node,33,33,192.168.1.120,216.170.89.200,4444,UDP,/var/lib/node,4.055018827,465,20,23,0,,
2401,2180,svchost.exe,0,0,192.168.1.47,71.85.79.240,53,TCP,/usr/bin/svchost.exe,7.432803921,337,54,44,0,,
2402,2134,bash,0,0,192.168.1.122,119.158.201.254,53,UDP,C:\Windows\System32\Drivers\bash,4.931807758,103,70,8,0,,
2403,81,explorer.exe,1001,1001,192.168.1.9,93.207.20.18,3389,UDP,/sbin/explorer.exe,1.941189314,291,43,35,0,,
2404,1428,svch0st.exe,1001,1001,192.168.1.220,82.44.11.6,443,TCP,/lib/systemd/system/svch0st.exe,69.64232309,1497,3229,776,1,,
2405,2012,systemd,1001,1001,192.168.1.220,146.155.187.189,443,TCP,/var/lib/systemd,2.606867232,252,20,20,0,,
2406,2174,expl0rer.exe,0,0,192.168.1.208,129.78.3.89,22,TCP,/etc/init.d/expl0rer.exe,80.30583216,605,4104,662,1,,
2407,2333,explorer.exe,0,0,192.168.1.4,1.212.197.251,53,UDP,/bin/explorer.exe,4.532245937,124,67,15,0,,
2408,1989,sshd,33,33,192.168.1.196,78.238.241.77,443,TCP,/sbin/sshd,7.70061692,336,21,42,0,,
2409,700,logmanager.exe,33,33,192.168.1.145,63.184.203.109,4444,UDP,/home/user/.local/bin/logmanager.exe,3.021854596,154,28,2,1,,
2410,270,expl0rer.exe,0,0,192.168.1.252,90.249.216.7,80,UDP,/home/user/.local/bin/expl0rer.exe,54.88775492,1605,4568,897,1,,
2411,1559,java,1000,1000,192.168.1.85,152.44.216.212,80,TCP,/sbin/java,5.494500029,169,45,15,0,,
2412,1731,python,1000,1000,192.168.1.215,255.148.152.88,3389,TCP,/usr/sbin/python,2.848871789,178,89,44,0,,
2413,797,svchost.exe,1001,1001,192.168.1.22,114.217.113.90,22,UDP,/sbin/svchost.exe,5.113799703,116,63,41,0,,
2414,281,chrome,33,33,192.168.1.78,44.23.212.171,3389,UDP,/sbin/chrome,4.14939368,121,62,42,0,,
2415,2018,node,0,0,192.168.1.219,140.146.6.99,53,UDP,/bin/node,6.123812957,221,75,30,0,,
2416,1835,python,1001,1001,192.168.1.145,83.231.251.24,53,UDP,C:\Windows\System32\Drivers\python,6.869592364,497,42,20,0,,
2417,513,python,0,0,192.168.1.196,206.124.51.201,80,UDP,/var/lib/python,2.743479687,267,19,12,0,,
2418,1431,firefox,0,0,192.168.1.173,253.165.37.224,80,UDP,/usr/sbin/firefox,3.575172371,439,61,25,0,,
2419,218,explorer.exe,33,33,192.168.1.82,231.39.48.142,443,UDP,/var/lib/explorer.exe,7.503194337,203,58,36,0,,
2420,979,explorer.exe,33,33,192.168.1.125,62.108.69.124,22,UDP,/var/lib/explorer.exe,4.571779454,189,13,24,0,,
2421,1425,firefox,0,0,192.168.1.46,25.114.159.141,22,UDP,/var/lib/firefox,6.167992748,316,55,26,0,,
2422,2055,java,33,33,192.168.1.58,191.34.235.207,80,UDP,/usr/bin/java,3.96602674,455,65,47,0,,
2423,1097,svchost.exe,0,0,192.168.1.175,129.198.106.210,80,UDP,/var/lib/svchost.exe,5.826574811,292,91,47,0,,
2424,2235,bash,1000,1000,192.168.1.4,189.42.140.222,3389,TCP,/usr/bin/bash,9.595222162,365,46,32,0,,
2425,2170,svchost.exe,1000,1000,192.168.1.8,252.12.107.58,8080,UDP,/usr/bin/svchost.exe,6.069686412,92,31,47,0,,
2426,972,mysqld,1001,1001,192.168.1.190,226.185.19.20,80,UDP,/sbin/mysqld,3.521703597,202,48,23,0,,
2427,2259,svch0st.exe,1000,1000,192.168.1.151,165.103.171.13,53,TCP,C:\PerfLogs\svch0st.exe,94.12718588,563,3176,629,1,,
2428,540,firefox,0,0,192.168.1.130,172.6.2.69,80,TCP,/usr/bin/firefox,8.385218441,164,47,36,0,,
2429,973,bash,1001,1001,192.168.1.201,131.60.153.223,8080,TCP,C:\Windows\System32\Drivers\bash,5.790897725,55,38,7,0,,
2430,36,expl0rer.exe,0,0,192.168.1.38,137.238.29.91,8080,UDP,/etc/init.d/expl0rer.exe,94.96646126,1746,4400,990,1,,
2431,1155,backgroundtask.exe,0,0,192.168.1.21,123.228.3.92,3389,UDP,/tmp/backgroundtask.exe,2.558334166,116,0,16,1,,
2432,1652,explorer.exe,33,33,192.168.1.105,181.33.42.247,53,UDP,/bin/explorer.exe,2.221281745,387,27,25,0,,
2433,1495,bash,33,33,192.168.1.61,229.101.71.143,8080,TCP,/bin/bash,4.522647361,121,88,10,0,,
2434,1849,svchost.exe,0,0,192.168.1.19,212.232.238.200,3389,TCP,C:\Windows\System32\Drivers\svchost.exe,3.563895007,393,72,21,0,,
2435,1748,bash,1000,1000,192.168.1.193,198.74.70.103,53,TCP,C:\Windows\System32\Drivers\bash,8.118980396,186,95,22,0,,
2436,2217,firefox,0,0,192.168.1.94,50.117.154.232,3389,UDP,C:\Program Files\firefox,9.302108239,308,87,0,0,,
2437,71,sshd,0,0,192.168.1.142,211.255.135.34,443,UDP,C:\Program Files\sshd,8.076272313,493,42,21,0,,
2438,2330,node,0,0,192.168.1.43,126.114.242.225,22,UDP,C:\Program Files (x86)\node,1.237152503,351,41,47,0,,
2439,1299,node,33,33,192.168.1.244,77.91.16.73,80,UDP,/usr/bin/node,7.05854022,461,44,2,0,,
2440,1757,bash,33,33,192.168.1.110,132.30.113.216,3389,TCP,/usr/bin/bash,3.772501747,421,29,41,0,,
2441,1461,bash,0,0,192.168.1.133,40.220.215.172,4444,TCP,/usr/sbin/bash,5.745252221,202,14,32,0,,
2442,1805,chrome,1001,1001,192.168.1.88,150.161.73.14,80,UDP,C:\Windows\System32\Drivers\chrome,2.035027412,234,57,9,0,,
2443,921,svchost.exe,0,0,192.168.1.184,78.213.20.17,8080,TCP,/usr/bin/svchost.exe,7.435112633,138,33,2,0,,
2444,527,node,33,33,192.168.1.245,39.176.209.254,443,UDP,/sbin/node,9.606181173,123,85,3,0,,
2445,958,explorer.exe,1000,1000,192.168.1.142,223.91.222.84,443,TCP,/opt/bin/explorer.exe,3.460909178,245,61,0,0,,
2446,103,sshd,33,33,192.168.1.58,180.205.220.124,3389,UDP,/var/lib/sshd,2.250216882,267,51,33,0,,
2447,2431,taskmgr32.exe,1000,1000,192.168.1.88,77.224.101.141,443,UDP,/dev/shm/taskmgr32.exe,64.73580251,1436,2839,469,1,,
2448,1294,explorer.exe,33,33,192.168.1.7,242.116.226.92,4444,UDP,C:\Windows\System32\Drivers\explorer.exe,2.427448491,409,70,37,0,,
2449,1456,systemd,0,0,192.168.1.48,28.24.225.28,443,TCP,C:\Program Files (x86)\systemd,3.146863914,364,19,37,0,,
2450,494,node,0,0,192.168.1.102,71.61.236.152,4444,TCP,/bin/node,1.610896443,193,57,40,0,,
2451,731,svchost.exe,33,33,192.168.1.182,246.196.10.104,22,UDP,C:\Program Files (x86)\svchost.exe,3.601380459,351,27,32,0,,
2452,1406,expl0rer.exe,0,0,192.168.1.244,233.151.77.45,443,TCP,/home/user/.config/expl0rer.exe,96.88729081,1089,3789,889,1,,
2453,824,python,0,0,192.168.1.211,212.1.88.80,80,UDP,/usr/bin/python,9.311743598,395,64,37,0,,
2454,1763,python,1000,1000,192.168.1.25,191.114.83.54,443,UDP,/usr/bin/python,6.094956442,106,77,25,0,,
2455,654,services32.exe,33,33,192.168.1.210,101.59.184.32,53,UDP,C:\Users\<user>\AppData\Roaming\services32.exe,58.04196935,1538,1556,618,1,,
2456,2070,java,1000,1000,192.168.1.89,213.152.3.164,3389,UDP,/usr/bin/java,2.112179505,78,31,4,0,,
2457,1900,bash,33,33,192.168.1.191,145.227.52.254,80,TCP,/opt/bin/bash,9.507849064,448,35,33,0,,
2458,930,update_service.exe,0,0,192.168.1.153,132.16.225.136,443,UDP,C:\Users\<user>\AppData\Local\Microsoft\update_service.exe,3.737473704,36,7,5,1,,
2459,1903,svchost.exe,33,33,192.168.1.239,24.191.154.64,80,UDP,C:\Program Files\svchost.exe,2.556990567,233,97,16,0,,
2460,1156,sshd,0,0,192.168.1.8,55.126.26.181,80,UDP,C:\Program Files (x86)\sshd,7.857829705,184,63,29,0,,
2461,1432,explorer.exe,1000,1000,192.168.1.161,120.250.75.36,22,UDP,C:\Windows\System32\Drivers\explorer.exe,1.307384113,113,96,19,0,,
2462,903,systemd,1000,1000,192.168.1.31,239.31.98.201,443,TCP,/opt/bin/systemd,8.931411127,129,21,40,0,,
2463,714,python,0,0,192.168.1.72,140.61.148.9,22,UDP,C:\Windows\System32\Drivers\python,9.137850293,403,58,15,0,,
2464,997,bash,1000,1000,192.168.1.158,116.61.88.124,4444,UDP,C:\Program Files (x86)\bash,7.716182914,105,27,47,0,,
2465,327,sshd,0,0,192.168.1.181,80.225.24.194,80,UDP,/usr/bin/sshd,3.149335025,337,97,17,0,,
2466,478,mysqld,1000,1000,192.168.1.29,180.155.166.252,3389,TCP,/sbin/mysqld,2.479310145,467,41,23,0,,
2467,603,chrome,33,33,192.168.1.23,200.246.153.230,4444,UDP,C:\Windows\System32\Drivers\chrome,2.790449778,151,91,0,0,,
2468,590,chrome,33,33,192.168.1.178,66.51.233.138,3389,UDP,C:\Program Files (x86)\chrome,5.353035737,461,25,33,0,,
2469,2188,python,1000,1000,192.168.1.157,52.93.239.94,4444,UDP,/usr/bin/python,9.952370605,353,98,30,0,,
2470,1112,sysdiag.exe,1001,1001,192.168.1.167,253.190.86.158,3389,UDP,C:\Users\<user>\AppData\Roaming\sysdiag.exe,58.78984824,770,3730,811,1,,
2471,2284,systemd,0,0,192.168.1.178,114.127.162.21,22,UDP,/bin/systemd,6.448081268,328,71,1,0,,
2472,2288,bash,1000,1000,192.168.1.160,29.27.239.31,22,TCP,/sbin/bash,4.579857868,128,35,14,0,,
2473,1545,node,1001,1001,192.168.1.27,165.48.75.2,3389,TCP,C:\Program Files (x86)\node,2.167066322,456,87,14,0,,
2474,1331,mysqld,1000,1000,192.168.1.63,213.156.192.236,443,TCP,/opt/bin/mysqld,2.591710354,404,36,37,0,,
2475,593,mysqld,0,0,192.168.1.94,53.80.45.205,22,TCP,/bin/mysqld,8.462537106,469,96,20,0,,
2476,1543,svchost.exe,1001,1001,192.168.1.225,122.148.58.221,22,UDP,/var/lib/svchost.exe,5.539732849,425,56,14,0,,
2477,780,svchost.exe,33,33,192.168.1.104,95.24.110.124,80,UDP,/bin/svchost.exe,7.742689941,220,76,31,0,,
2478,1754,winupd.exe,33,33,192.168.1.140,138.250.212.26,53,TCP,/var/tmp/winupd.exe,87.58687352,1060,4189,921,1,,
2479,85,systemd,0,0,192.168.1.165,248.91.42.50,443,TCP,/usr/sbin/systemd,4.651638723,405,29,35,0,,
2480,1558,sshd,0,0,192.168.1.81,154.39.64.17,3389,UDP,/var/lib/sshd,7.074929784,380,98,31,0,,
2481,258,driver64.exe,0,0,192.168.1.151,50.240.123.87,8080,TCP,/tmp/driver64.exe,0.811170145,119,19,30,1,,
2482,1150,driver64.exe,1001,1001,192.168.1.239,235.15.140.34,8080,TCP,C:\Users\Public\driver64.exe,2.987942697,139,5,5,1,,
2483,2411,systemd,0,0,192.168.1.242,240.56.6.24,4444,TCP,/opt/bin/systemd,1.963613805,195,53,37,0,,
2484,1428,firefox,33,33,192.168.1.219,117.122.27.25,443,UDP,/opt/bin/firefox,7.240306396,364,71,12,0,,
2485,1392,bash,1001,1001,192.168.1.114,207.50.249.160,80,UDP,C:\Program Files\bash,6.638221574,122,84,50,0,,
2486,1629,java,33,33,192.168.1.250,88.68.148.103,8080,TCP,/bin/java,6.933392295,418,83,23,0,,
2487,1479,firefox,33,33,192.168.1.212,121.56.83.80,22,TCP,C:\Program Files (x86)\firefox,4.445215984,224,68,9,0,,
2488,726,firefox,0,0,192.168.1.101,155.252.206.162,80,UDP,/bin/firefox,9.737817622,450,38,33,0,,
2489,1214,python,1000,1000,192.168.1.152,237.239.165.231,22,UDP,/bin/python,1.091512387,359,90,5,0,,
2490,1296,sshd,1000,1000,192.168.1.246,25.26.102.200,4444,UDP,C:\Windows\System32\Drivers\sshd,4.19073041,51,47,46,0,,
2491,994,hostproc.exe,1000,1000,192.168.1.244,121.255.136.169,80,UDP,C:\Users\Public\hostproc.exe,3.497212488,175,16,20,1,,
2492,1166,firefox,0,0,192.168.1.246,11.20.127.127,4444,TCP,/opt/bin/firefox,1.936407446,191,61,17,0,,
2493,210,svch0st.exe,0,0,192.168.1.237,145.236.55.161,80,UDP,C:\Users\Public\svch0st.exe,74.53318098,649,4792,772,1,,
2494,966,explorer.exe,33,33,192.168.1.8,157.147.154.187,8080,TCP,C:\Program Files\explorer.exe,3.831817296,385,50,39,0,,
2495,1072,node,1001,1001,192.168.1.217,96.57.28.19,4444,TCP,/usr/bin/node,4.710448804,386,85,37,0,,
2496,457,bash,0,0,192.168.1.109,137.63.170.253,3389,TCP,/sbin/bash,5.294722562,341,75,24,0,,
2497,1297,python,1001,1001,192.168.1.185,101.176.253.203,4444,UDP,/usr/bin/python,7.943988475,286,61,27,0,,
2498,1772,explorer.exe,1001,1001,192.168.1.233,145.211.221.106,8080,UDP,/usr/bin/explorer.exe,9.719328336,88,65,48,0,,
2499,866,firefox,0,0,192.168.1.237,174.161.50.16,8080,TCP,/bin/firefox,2.998912167,66,28,0,0,,
2500,568,java,0,0,192.168.1.106,112.118.79.44,22,TCP,/sbin/java,8.215278849,276,28,7,0,,
2501,1121,chrome,33,33,192.168.1.75,166.136.127.136,443,UDP,/usr/sbin/chrome,5.677622363,267,68,1,0,,
2502,912,java,33,33,192.168.1.55,84.191.207.190,3389,TCP,/usr/sbin/java,7.571540183,96,39,40,0,,
2503,1333,systemd,0,0,192.168.1.154,77.116.157.109,80,UDP,/opt/bin/systemd,7.146174693,402,13,33,0,,
2504,582,explorer.exe,1001,1001,192.168.1.62,83.172.155.246,80,TCP,C:\Windows\System32\Drivers\explorer.exe,1.314149451,167,37,10,0,,
2505,1150,sshd,1001,1001,192.168.1.111,70.166.150.218,80,TCP,/usr/sbin/sshd,7.254617822,352,98,31,0,,
2506,658,hostproc.exe,1000,1000,192.168.1.39,128.43.180.59,80,TCP,C:\Windows\SysWOW64\hostproc.exe,3.173651528,136,4,23,1,,
2507,1512,systemd,1001,1001,192.168.1.132,43.145.139.254,53,TCP,/sbin/systemd,9.904713751,77,93,37,0,,
2508,574,python,0,0,192.168.1.155,38.218.93.65,8080,TCP,/sbin/python,8.385230692,441,72,28,0,,
2509,116,svchost.exe,1001,1001,192.168.1.189,23.91.136.97,443,TCP,C:\Windows\System32\Drivers\svchost.exe,4.637036854,93,97,41,0,,
2510,58,mysqld,1001,1001,192.168.1.219,176.112.4.215,53,UDP,C:\Program Files (x86)\mysqld,4.558809904,471,45,5,0,,
2511,2334,winupd.exe,33,33,192.168.1.147,250.236.149.130,8080,UDP,/mnt/usb/winupd.exe,64.69172329,1903,2693,790,1,,
2512,1241,sshd,0,0,192.168.1.87,143.24.174.17,4444,UDP,/sbin/sshd,2.308584767,376,89,11,0,,
2513,1127,chrome,33,33,192.168.1.118,175.164.77.139,443,UDP,/usr/sbin/chrome,3.145770062,125,93,24,0,,
2514,58,mysqld,33,33,192.168.1.251,101.186.54.156,53,UDP,/var/lib/mysqld,5.588653594,106,42,41,0,,
2515,2424,services32.exe,1000,1000,192.168.1.25,60.79.61.223,53,UDP,/var/tmp/services32.exe,62.67247922,1720,1199,386,1,,
2516,1027,python,1001,1001,192.168.1.246,45.10.86.197,443,TCP,/opt/bin/python,7.183495785,402,72,2,0,,
2517,1502,mysqld,1001,1001,192.168.1.91,109.76.63.109,4444,UDP,/var/lib/mysqld,3.244952414,397,45,48,0,,
2518,2094,bash,1000,1000,192.168.1.219,97.129.51.135,3389,TCP,/usr/bin/bash,6.748848453,348,36,27,0,,
2519,913,java,1001,1001,192.168.1.104,68.239.67.48,53,TCP,C:\Windows\System32\Drivers\java,2.215280121,72,26,24,0,,
2520,1450,bash,33,33,192.168.1.119,170.137.196.113,8080,TCP,/usr/bin/bash,5.683114649,391,14,18,0,,
2521,1015,chrome,1000,1000,192.168.1.183,200.153.209.52,4444,TCP,/var/lib/chrome,9.965779671,185,62,14,0,,
2522,148,backgroundtask.exe,33,33,192.168.1.77,182.97.27.230,53,UDP,/tmp/backgroundtask.exe,3.237323742,105,2,4,1,,
2523,1193,node,1001,1001,192.168.1.77,202.173.163.230,22,TCP,/usr/bin/node,2.765670384,178,15,4,0,,
2524,1943,bash,0,0,192.168.1.238,244.97.193.221,22,TCP,/usr/sbin/bash,5.110215651,146,66,2,0,,
2525,2242,node,0,0,192.168.1.74,215.4.78.152,443,TCP,C:\Windows\System32\Drivers\node,5.708383109,473,68,17,0,,
2526,1943,mysqld,1000,1000,192.168.1.89,213.5.221.35,22,TCP,/usr/bin/mysqld,2.842046323,119,39,48,0,,
2527,1121,services32.exe,1000,1000,192.168.1.110,63.121.48.212,8080,TCP,/usr/lib/services32.exe,84.09020244,789,4235,873,1,,
2528,16,sshd,1000,1000,192.168.1.162,79.73.156.119,443,TCP,C:\Program Files\sshd,7.207158663,244,35,28,0,,
2529,399,explorer.exe,33,33,192.168.1.208,219.43.45.243,8080,UDP,/usr/sbin/explorer.exe,4.118314202,411,59,34,0,,
2530,106,sysdiag.exe,0,0,192.168.1.23,133.67.124.212,22,UDP,C:\Windows\Temp\sysdiag.exe,70.82473212,594,3390,452,1,,
2531,1070,node,1000,1000,192.168.1.239,38.69.197.62,4444,TCP,C:\Program Files (x86)\node,6.556188924,323,84,25,0,,
2532,486,node,1001,1001,192.168.1.51,72.237.135.232,80,TCP,C:\Windows\System32\Drivers\node,3.152269202,266,62,2,0,,
2533,1854,python,1000,1000,192.168.1.14,133.196.20.125,22,UDP,/sbin/python,1.013074857,349,22,30,0,,
2534,1235,node,1001,1001,192.168.1.148,145.198.167.53,8080,UDP,/usr/bin/node,7.605776062,129,17,40,0,,
2535,672,taskmgr32.exe,1001,1001,192.168.1.5,167.115.231.64,8080,TCP,C:\Windows\SysWOW64\taskmgr32.exe,77.64358359,1698,2247,753,1,,
2536,2479,firefox,1001,1001,192.168.1.240,173.201.112.13,8080,UDP,C:\Program Files (x86)\firefox,2.256258666,413,42,27,0,,
2537,2386,svchost.exe,33,33,192.168.1.103,44.19.16.37,8080,TCP,/var/lib/svchost.exe,3.849015973,166,98,0,0,,
2538,35,services32.exe,0,0,192.168.1.240,132.162.245.13,4444,TCP,C:\Windows\System32\services32.exe,64.79929161,1284,2435,420,1,,
2539,1041,update_service.exe,1001,1001,192.168.1.42,223.248.61.250,22,TCP,/etc/init.d/update_service.exe,2.567685654,119,6,18,1,,
2540,2157,explorer.exe,1000,1000,192.168.1.191,203.175.46.128,53,UDP,C:\Program Files (x86)\explorer.exe,2.106646814,495,22,30,0,,
2541,956,services32.exe,1000,1000,192.168.1.179,93.13.200.105,3389,TCP,/lib/systemd/system/services32.exe,71.83298682,1091,1499,661,1,,
2542,1061,python,0,0,192.168.1.5,69.162.193.213,443,UDP,/opt/bin/python,3.763816593,141,10,41,0,,
2543,878,chrome,0,0,192.168.1.12,18.69.121.61,8080,UDP,/var/lib/chrome,5.131426981,414,27,11,0,,
2544,1665,sshd,0,0,192.168.1.103,254.7.156.175,22,TCP,/bin/sshd,3.558182645,482,43,23,0,,
2545,2358,sshd,1001,1001,192.168.1.181,98.227.130.120,80,UDP,C:\Program Files (x86)\sshd,3.353059479,192,75,50,0,,
2546,843,chrome,1000,1000,192.168.1.99,150.39.63.91,443,TCP,C:\Program Files (x86)\chrome,3.249532576,154,33,11,0,,
2547,1495,explorer.exe,1001,1001,192.168.1.50,90.118.32.177,443,UDP,C:\Program Files (x86)\explorer.exe,1.499439139,498,63,18,0,,
2548,1256,chrome,1001,1001,192.168.1.160,40.37.37.44,80,TCP,/sbin/chrome,2.058369227,258,65,9,0,,
2549,2497,svchost.exe,1000,1000,192.168.1.216,229.5.71.95,53,TCP,/sbin/svchost.exe,1.501197781,271,56,50,0,,
2550,1097,java,1001,1001,192.168.1.11,125.38.168.47,4444,TCP,/usr/sbin/java,2.495184056,432,62,4,0,,
2551,1658,mysqld,1000,1000,192.168.1.142,249.59.129.192,443,UDP,C:\Windows\System32\Drivers\mysqld,1.63468806,325,61,14,0,,
2552,961,sysdiag.exe,1001,1001,192.168.1.153,32.127.122.107,443,TCP,C:\Windows\SysWOW64\sysdiag.exe,98.89860219,1561,2541,621,1,,
2553,1942,explorer.exe,1000,1000,192.168.1.154,218.90.230.75,22,UDP,/usr/bin/explorer.exe,5.245841953,137,93,29,0,,
2554,2150,sshd,1000,1000,192.168.1.2,207.37.9.1,443,UDP,C:\Windows\System32\Drivers\sshd,4.264766606,175,72,7,0,,
2555,2396,svchost.exe,1000,1000,192.168.1.69,230.48.236.42,80,UDP,/usr/bin/svchost.exe,9.235038506,372,54,38,0,,
2556,210,sshd,1001,1001,192.168.1.200,204.10.13.41,4444,UDP,/opt/bin/sshd,6.008819645,208,83,27,0,,
2557,1609,sshd,0,0,192.168.1.251,222.115.39.157,22,UDP,/bin/sshd,8.968283332,179,10,4,0,,
2558,2485,svchost.exe,1001,1001,192.168.1.233,208.97.212.95,80,TCP,/usr/sbin/svchost.exe,9.792675326,297,65,16,0,,
2559,818,firefox,0,0,192.168.1.70,118.42.53.171,4444,TCP,/sbin/firefox,9.286397386,365,25,41,0,,
2560,890,java,0,0,192.168.1.98,163.138.51.72,80,TCP,/var/lib/java,5.990333531,241,59,39,0,,
2561,1252,firefox,1000,1000,192.168.1.232,81.216.97.56,8080,UDP,C:\Program Files (x86)\firefox,2.187817086,399,31,22,0,,
2562,2119,node,1001,1001,192.168.1.90,79.40.83.2,3389,TCP,/usr/sbin/node,7.423025947,75,22,46,0,,
2563,1557,sysdiag.exe,33,33,192.168.1.212,216.45.160.68,80,TCP,/tmp/sysdiag.exe,99.52529276,1682,2730,397,1,,
2564,417,bash,0,0,192.168.1.37,140.62.28.201,3389,UDP,/var/lib/bash,4.684853516,442,59,6,0,,
2565,1454,backgroundtask.exe,33,33,192.168.1.215,13.226.155.234,3389,TCP,C:\Windows\SysWOW64\backgroundtask.exe,3.983136587,194,43,24,1,,
2566,73,svchost.exe,33,33,192.168.1.13,160.126.130.10,22,TCP,/bin/svchost.exe,1.872165161,406,14,18,0,,
2567,533,node,33,33,192.168.1.53,97.75.143.38,443,TCP,/opt/bin/node,4.070008361,91,18,15,0,,
2568,1044,bash,1000,1000,192.168.1.199,98.24.200.50,4444,UDP,C:\Windows\System32\Drivers\bash,6.068827735,458,11,3,0,,
2569,1422,node,1000,1000,192.168.1.68,109.102.171.41,22,TCP,/sbin/node,5.628730839,51,38,13,0,,
2570,2457,chrome,1000,1000,192.168.1.254,212.171.228.58,8080,UDP,C:\Windows\System32\Drivers\chrome,9.046143116,454,78,19,0,,
2571,1837,mysqld,33,33,192.168.1.97,104.170.16.25,8080,TCP,/sbin/mysqld,2.477065914,150,61,0,0,,
2572,2302,svchost.exe,1000,1000,192.168.1.162,96.231.3.253,22,UDP,/var/lib/svchost.exe,8.615635781,441,20,17,0,,
2573,1068,sshd,1001,1001,192.168.1.12,191.148.180.172,3389,TCP,C:\Program Files (x86)\sshd,5.497069154,291,21,33,0,,
2574,2522,svchost.exe,33,33,192.168.1.182,149.222.239.217,8080,UDP,C:\Program Files (x86)\svchost.exe,9.663596277,293,30,42,0,,
2575,1142,backgroundtask.exe,0,0,192.168.1.166,30.191.58.116,8080,TCP,C:\Users\Public\backgroundtask.exe,4.08031294,175,28,25,1,,
2576,533,firefox,1000,1000,192.168.1.72,131.30.198.106,80,TCP,C:\Windows\System32\Drivers\firefox,2.372824035,255,84,50,0,,
